Timestamp,Calbration Flag,ACC_X,ACC_Y,ACC_Z,MAG_X,MAG_Y,MAG_Z,GYR_X,GYR_Y,GYR_Z,YAW,PITCH,ROLL,QUAT_0,QUAT_1,QUAT_2,QUAT_3,GRA_X,GRA_Y,GRA_Z,LIN_X,LIN_Y,LIN_Z,LDR1,LDR2,LDR3,LDR4,LDR5,LDR6,US_1,US_2,US_3,US_4,US_5
1641000,1,420,-1750,-3430,-34,-70,1010,-133,-136,6,76.698219,-2.016343,-3.988183,-0.016374,-0.035377,0.619500,0.784029,0.035185,-0.069508,0.996961,0.001185,0.000492,-0.013039,68,88,33,60,243,29,160,174,173,174,0
1641008,1,420,-1750,-3430,-36,-71,1011,-130,-129,1,76.698814,-2.017093,-3.989288,-0.016378,-0.035388,0.619503,0.784025,0.035198,-0.069527,0.996959,-0.000802,0.001473,-0.014041,64,81,30,55,225,28,160,174,173,174,0
1641016,1,350,-1680,-3430,-35,-70,1010,-133,-132,-1,76.699379,-2.014207,-3.989014,-0.016391,-0.035367,0.619508,0.784022,0.035147,-0.069522,0.996961,0.000147,0.000478,-0.013039,66,85,31,58,237,29,160,174,173,174,0
1641032,1,420,-1750,-3430,-36,-70,1011,-129,-124,3,76.700470,-2.013755,-3.989105,-0.016394,-0.035364,0.619516,0.784016,0.035139,-0.069524,0.996961,-0.000861,0.000476,-0.014039,68,88,32,60,243,29,160,174,173,174,0
1641040,1,420,-1750,-3360,-35,-70,1010,-129,-127,-1,76.700348,-2.014653,-3.990822,-0.016401,-0.035380,0.619514,0.784016,0.035155,-0.069554,0.996958,0.000155,0.000446,-0.013041,66,83,31,57,230,28,160,174,173,174,0
1641048,1,420,-1750,-3430,-36,-71,1010,-133,-129,3,76.701530,-2.015426,-3.989656,-0.016388,-0.035379,0.619522,0.784010,0.035169,-0.069533,0.996960,-0.000831,0.001467,-0.01304,65,82,30,57,232,28,160,174,173,174,0
1641056,1,420,-1750,-3360,-36,-71,1011,-136,-117,-4,76.700638,-2.014194,-3.988616,-0.016388,-0.035365,0.619517,0.784015,0.035147,-0.069515,0.996962,-0.000853,0.001485,-0.014038,68,88,32,60,243,29,160,174,173,174,0
1641064,1,420,-1750,-3360,-35,-71,1011,-130,-129,0,76.701225,-2.015106,-3.989855,-0.016392,-0.035378,0.619520,0.784012,0.035163,-0.069537,0.996960,0.000163,0.001463,-0.01404,66,83,31,57,230,28,160,174,173,174,0
1641072,1,420,-1750,-3430,-36,-71,1011,-130,-126,-6,76.701813,-2.015903,-3.990895,-0.016394,-0.035389,0.619524,0.784009,0.035177,-0.069555,0.996958,-0.000823,0.001445,-0.014042,66,83,31,58,234,28,160,174,173,174,0
1641088,1,420,-1750,-3430,-35,-71,1011,-130,-133,-12,76.702286,-2.015339,-3.992831,-0.016410,-0.035395,0.619526,0.784006,0.035167,-0.069589,0.996956,0.000167,0.001411,-0.014045,66,83,31,57,229,28,154,88,173,174,0
1641096,1,420,-1750,-3430,-36,-71,1011,-133,-126,4,76.702858,-2.016205,-3.994580,-0.016418,-0.035411,0.619529,0.784002,0.035182,-0.069619,0.996953,-0.000818,0.001381,-0.014047,65,83,31,57,233,28,154,88,173,174,0
1641104,1,350,-1750,-3360,-36,-70,1012,-141,-132,-4,76.702744,-2.014812,-3.996111,-0.016436,-0.035410,0.619529,0.784003,0.035158,-0.069646,0.996952,-0.000842,0.000354,-0.015048,69,88,32,60,243,30,154,88,173,174,0
1641112,1,420,-1750,-3360,-36,-71,1011,-129,-127,-4,76.703323,-2.015621,-3.996231,-0.016432,-0.035416,0.619532,0.784000,0.035172,-0.069648,0.996951,-0.000828,0.001352,-0.014049,65,82,30,56,226,28,154,88,173,174,0
1641120,1,420,-1750,-3360,-35,-71,1011,-130,-124,-6,76.703087,-2.016375,-3.995326,-0.016422,-0.035416,0.619531,0.784001,0.035185,-0.069632,0.996952,0.000185,0.001368,-0.014048,66,83,31,57,233,28,154,88,173,174,0
1641128,1,420,-1750,-3430,-36,-71,1010,-138,-136,-1,76.703659,-2.017122,-3.996150,-0.016423,-0.035426,0.619534,0.783998,0.035198,-0.069646,0.996951,-0.000802,0.001354,-0.013049,69,88,32,60,244,29,154,88,173,174,0
1641136,1,420,-1750,-3430,-36,-71,1011,-130,-129,0,76.703537,-2.015692,-3.996919,-0.016436,-0.035420,0.619533,0.783998,0.035173,-0.069660,0.996951,-0.000827,0.001340,-0.01405,65,82,30,56,227,28,154,88,173,174,0
1641144,1,420,-1750,-3360,-36,-71,1011,-129,-129,7,76.703407,-2.016591,-3.997811,-0.016437,-0.035431,0.619532,0.783999,0.035189,-0.069675,0.996949,-0.000811,0.001325,-0.014051,65,83,31,57,233,28,154,88,173,174,0
1641152,1,420,-1750,-3360,-36,-70,1011,-126,-133,3,76.703964,-2.017331,-3.998538,-0.016438,-0.035440,0.619535,0.783996,0.035202,-0.069688,0.996948,-0.000798,0.000312,-0.014052,69,87,32,60,240,29,154,88,173,174,0
1641160,1,420,-1820,-3360,-36,-72,1011,-138,-133,0,76.703773,-2.017390,-3.999212,-0.016443,-0.035444,0.619534,0.783997,0.035203,-0.069700,0.996947,-0.000797,0.002300,-0.014053,65,81,30,56,225,28,154,88,173,174,0
1641168,1,280,-1890,-3500,-50,-125,1013,-159,-136,-4,76.704887,-2.017329,-3.999117,-0.016442,-0.035443,0.619542,0.783991,0.035202,-0.069698,0.996947,-0.014798,0.055302,-0.016053,67,85,31,58,237,29,154,88,173,174,0
1641176,1,140,-2100,-5110,-94,-248,994,-159,-133,3,76.720718,-2.014136,-4.003974,-0.016488,-0.035450,0.619649,0.783904,0.035146,-0.069783,0.996943,-0.058854,0.178217,0.002943,68,86,32,58,236,29,154,88,173,174,0
1641192,1,210,-1260,-15260,-59,-213,1022,-109,-129,3,76.831688,-2.075720,-4.238175,-0.017720,-0.037154,0.620313,0.783274,0.036220,-0.073854,0.996611,-0.022780,0.139146,-0.025389,67,86,32,59,247,30,0,175,174,174,0
1641200,1,210,1050,-17850,-121,-246,984,-156,-127,7,76.934624,-2.094232,-4.254413,-0.017697,-0.037385,0.621004,0.782715,0.036543,-0.074136,0.996578,-0.084457,0.171864,0.012578,68,87,32,59,238,29,0,175,174,174,0
1641207,1,1750,2100,-23380,29,-256,1053,-144,-136,-3,77.109413,-2.097149,-4.249810,-0.017593,-0.037407,0.622198,0.781768,0.036594,-0.074056,0.996583,0.065594,0.181944,-0.056418,65,81,30,56,225,28,0,175,174,174,0
1641214,1,5460,1820,-18060,-21,-354,991,-135,-130,-4,79.533257,-2.097050,-4.160283,-0.016198,-0.037271,0.638623,0.768446,0.036592,-0.072498,0.996697,0.015592,0.281502,0.005697,67,86,32,59,240,29,0,175,174,174,0
1641221,1,3010,-3220,-15260,-21,-301,965,-136,-135,7,78.123390,-2.051393,-4.065164,-0.016262,-0.036237,0.629166,0.776255,0.035796,-0.070846,0.996845,0.014796,0.230154,0.031845,68,86,31,58,236,29,0,175,174,174,0
1641228,1,2730,-1890,-13510,-14,-137,1006,-141,-126,1,76.831657,-2.058948,-3.905884,-0.015540,-0.035241,0.620423,0.783321,0.035928,-0.068074,0.997033,0.021928,0.068926,-0.008967,64,80,30,56,225,28,0,175,174,174,0
1641242,1,-2100,-2450,-3640,68,-48,1023,-133,-130,-12,76.285889,-1.964166,-3.727702,-0.014996,-0.033558,0.616770,0.786285,0.034274,-0.064977,0.997298,0.102274,-0.016977,-0.025702,68,86,32,59,237,29,0,175,174,174,0
1641249,1,2170,7980,-3080,-19,-69,1140,-132,-139,-4,75.998047,-2.016202,-3.555346,-0.013615,-0.032953,0.614826,0.787856,0.035182,-0.061974,0.997458,0.016182,0.007026,-0.142543,65,81,30,55,225,28,0,175,174,174,0
1641256,1,4550,-2660,-5670,-58,-50,918,-129,-132,-6,75.628906,-1.844124,-3.371767,-0.013377,-0.030743,0.612388,0.789846,0.032180,-0.058784,0.997752,-0.025820,-0.008784,0.079752,68,86,31,59,240,29,0,175,174,174,0
1641263,1,2380,-3570,-910,-36,-106,967,-150,-133,-9,75.385834,-1.902509,-3.266271,-0.012402,-0.030555,0.610722,0.791158,0.033199,-0.056945,0.997825,-0.002801,0.049055,0.030825,67,85,31,58,233,29,0,175,174,174,0
1641277,1,-2450,-3990,-1470,2,-142,1014,-147,-135,-3,75.648781,-1.801659,-2.958094,-0.010748,-0.028241,0.612643,0.789782,0.031440,-0.051580,0.998174,0.033440,0.090420,-0.015826,68,86,32,60,241,29,0,172,170,171,0
1641284,1,2170,7840,-8610,-42,-64,1199,-145,-118,-1,75.679291,-1.908821,-2.925080,-0.009939,-0.028805,0.612833,0.789625,0.033309,-0.051002,0.998143,-0.008691,0.012998,-0.200857,68,85,31,58,235,29,0,172,170,171,0
1641291,1,4550,-2590,-13230,-123,-89,829,-150,-135,-9,75.973312,-1.769702,-2.859862,-0.010164,-0.027525,0.614909,0.788052,0.030882,-0.049869,0.998278,-0.092118,0.039131,0.169278,65,81,30,56,225,28,0,172,170,171,0
1641298,1,3080,-2310,-6790,-35,-90,1002,-147,-136,-16,76.035904,-1.839745,-2.731492,-0.008890,-0.027322,0.615353,0.787728,0.032104,-0.047631,0.998349,-0.002896,0.042369,-0.003651,69,87,32,60,242,29,0,172,170,171,0
1641312,1,-1750,2100,-9240,18,-56,1013,-147,-130,-7,76.624542,-1.829974,-2.533005,-0.007443,-0.026228,0.619440,0.784571,0.031934,-0.044172,0.998513,0.049934,0.011828,-0.014487,65,81,30,56,226,28,0,172,170,171,0
1641319,1,4900,5320,-14420,-48,-41,1119,-141,-133,-13,76.849045,-1.849018,-2.446637,-0.006698,-0.025904,0.620991,0.783361,0.032266,-0.042667,0.998568,-0.015734,-0.001667,-0.120432,69,87,32,60,243,30,0,172,170,171,0
1641326,1,3710,-4830,-10920,-62,-48,955,-135,-127,-7,76.908585,-1.741627,-2.411949,-0.007030,-0.024986,0.621430,0.783040,0.030392,-0.042065,0.998653,-0.031608,0.005935,0.043653,68,85,31,58,234,29,0,172,170,171,0
1641333,1,0,-1820,-3500,-82,-118,970,-144,-127,3,76.927933,-1.826535,-2.346253,-0.006116,-0.025211,0.621557,0.782939,0.031874,-0.040918,0.998654,-0.050126,0.077082,0.028654,66,81,30,57,229,28,0,172,170,171,0
1641340,1,-5390,-840,-7420,69,-22,1097,-144,-132,-4,76.895332,-1.782167,-2.308267,-0.006105,-0.024700,0.621353,0.783118,0.031100,-0.040256,0.998705,0.100100,-0.018256,-0.098295,69,87,32,60,242,29,0,172,170,171,0
1641347,1,3360,140,-7630,-187,-69,962,-130,-132,-4,76.902153,-1.794301,-2.226360,-0.005478,-0.024339,0.621414,0.783085,0.031311,-0.038828,0.998755,-0.155689,0.030172,0.036755,68,85,31,58,235,29,0,172,170,171,0
1641354,1,2450,-2030,-5390,-35,-57,1075,-132,-124,-6,76.919518,-1.780294,-2.292963,-0.006005,-0.024606,0.621522,0.782987,0.031067,-0.039990,0.998717,-0.003933,0.017010,-0.076283,66,82,30,57,230,28,0,172,170,171,0
1641361,1,-1470,-2940,-6020,-72,-135,877,-136,-129,-1,76.997795,-1.817867,-2.303614,-0.005857,-0.024924,0.622046,0.782562,0.031722,-0.040175,0.998689,-0.040278,0.094825,0.121689,69,88,32,61,244,29,132,169,167,168,0
1641368,1,-1470,-1540,-7000,-88,-5,1315,-141,-133,-10,77.023544,-1.827517,-2.282942,-0.005658,-0.024879,0.622224,0.782423,0.031891,-0.039814,0.998698,-0.056109,-0.034814,-0.316302,68,85,31,58,234,29,132,169,167,168,0
1641382,1,6370,2800,-3920,-55,-180,987,-129,-127,-9,77.018089,-1.854377,-2.222590,-0.005101,-0.024734,0.622194,0.782456,0.032359,-0.038761,0.998725,-0.022641,0.141239,0.011725,70,89,33,61,239,29,132,169,167,168,0
1641389,1,7070,15330,-12110,-71,109,1027,-144,-141,-4,77.080643,-1.814480,-2.196069,-0.005123,-0.024321,0.622635,0.782117,0.031663,-0.038300,0.998765,-0.039337,-0.147300,-0.028235,66,82,30,56,226,28,132,169,167,168,0
1641396,1,-31220,-6090,-10570,33,-155,442,-138,-136,-16,76.931412,-1.635822,-2.488582,-0.008123,-0.024681,0.621593,0.782909,0.028547,-0.043403,0.998650,0.061547,0.111597,0.55665,70,89,33,61,247,30,132,169,167,168,0
1641403,1,13090,2450,-7210,11,2,1266,-136,-129,-12,77.035988,-1.892375,-1.973803,-0.003192,-0.023643,0.622361,0.782367,0.033022,-0.034424,0.998862,0.044022,-0.036424,-0.267138,67,83,31,57,229,29,132,169,167,168,0
1641417,1,1050,-3500,-4060,10,-138,968,-129,-136,-3,76.927109,-1.791751,-2.145219,-0.004932,-0.023883,0.621603,0.782953,0.031267,-0.037414,0.998811,0.041267,0.100586,0.030811,71,89,32,61,243,30,132,169,167,168,0
1641424,1,-2240,1400,-1470,-119,-80,1180,-132,-127,-18,76.895599,-1.931944,-2.033049,-0.003411,-0.024231,0.621381,0.783126,0.033712,-0.035456,0.998803,-0.085288,0.044544,-0.181198,67,83,31,58,230,29,132,169,167,168,0
1641431,1,1050,-15610,-3080,58,-68,973,-145,-130,-13,76.892540,-1.738919,-1.998653,-0.004224,-0.022726,0.621407,0.783147,0.030345,-0.034860,0.998931,0.088345,0.033140,0.025931,68,85,31,59,239,29,132,169,167,168,0
1641438,1,5530,-910,-4340,-189,-108,892,-145,-141,-4,76.703079,-1.883842,-1.860156,-0.002529,-0.022960,0.620110,0.784175,0.032873,-0.032443,0.998933,-0.156127,0.075557,0.106933,71,88,32,61,243,30,132,169,167,168,0
1641452,1,-3640,490,-9100,-123,-122,914,-139,-136,-10,76.874237,-1.752683,-1.819767,-0.002930,-0.021849,0.621314,0.783252,0.030585,-0.031741,0.999028,-0.092415,0.090259,0.085028,68,84,31,58,232,29,0,128,165,166,0
1641459,1,-1120,11760,-10500,35,-44,1008,-136,-142,-10,77.008507,-1.861506,-1.714951,-0.001598,-0.022026,0.622231,0.782522,0.032484,-0.029911,0.999025,0.067484,0.014089,-0.008975,67,83,31,58,234,29,0,128,165,166,0
1641466,1,2100,15540,-12670,-129,-36,1223,-148,-130,-15,77.053383,-1.911979,-1.696757,-0.001191,-0.022272,0.622531,0.782277,0.033364,-0.029593,0.999005,-0.095636,0.006407,-0.223995,71,90,33,62,247,30,0,128,165,166,0
1641473,1,1190,-4970,-13160,-25,-48,870,-132,-135,-22,77.077835,-1.832509,-1.719909,-0.001776,-0.021856,0.622708,0.782147,0.031978,-0.029998,0.999038,0.006978,0.018002,0.129038,68,83,30,58,230,29,0,128,165,166,0
1641480,1,-1260,1120,-9100,-40,-74,1006,-144,-136,-12,77.206261,-2.049528,-1.655325,-0.000129,-0.022986,0.623556,0.781441,0.035763,-0.028868,0.998943,-0.004237,0.045132,-0.007057,68,85,31,60,238,29,0,128,165,166,0
1641487,1,-630,-10290,-6230,13,0,1090,-147,-144,-13,77.150215,-1.881753,-1.572526,-0.000489,-0.021392,0.623221,0.781753,0.032837,-0.027428,0.999084,0.045837,-0.027428,-0.090916,71,89,33,62,245,30,0,128,165,166,0
1641501,1,4200,2030,-3710,-21,-120,1021,-129,-127,-12,77.214577,-1.944569,-1.561337,-0.000058,-0.021759,0.623651,0.781400,0.033933,-0.027231,0.999053,0.012933,0.092769,-0.021947,68,85,31,59,238,29,0,128,165,166,0
1641508,1,-840,-2170,-8890,-54,-99,954,-145,-129,-18,77.286087,-1.864652,-1.525227,-0.000234,-0.021018,0.624159,0.781014,0.032539,-0.026603,0.999116,-0.021461,0.072397,0.045116,71,89,33,62,245,30,0,128,165,166,0
1641515,1,-3010,-770,-7070,-101,-83,1177,-133,-135,-16,77.100861,-1.903260,-1.459363,0.000391,-0.020923,0.622901,0.782020,0.033212,-0.025454,0.999124,-0.067788,0.057546,-0.177876,67,83,31,57,221,26,0,128,165,166,0
1641522,1,560,-11130,-1680,-56,-25,903,-144,-136,-10,77.122665,-1.778834,-1.360663,0.000392,-0.019538,0.623089,0.781907,0.031042,-0.023734,0.999236,-0.024958,0.001266,0.096236,69,85,31,60,239,29,0,128,165,166,0
1641529,1,5810,2730,560,28,-95,981,-127,-130,-21,77.068192,-1.920882,-1.316196,0.001458,-0.020265,0.622701,0.782196,0.033519,-0.022957,0.999174,0.061519,0.072043,0.018174,72,90,33,62,247,30,0,163,160,163,0
1641536,1,770,140,-6020,16,-156,1001,-144,-127,-4,77.130951,-1.797838,-1.355756,0.000530,-0.019640,0.623143,0.781861,0.031373,-0.023649,0.999228,0.047373,0.132351,-0.001772,68,83,31,58,230,29,0,163,160,163,0
1641543,1,4830,5530,-9730,-108,-1,1081,-141,-136,-27,77.117340,-1.890044,-1.262117,0.001668,-0.019760,0.623051,0.781930,0.032982,-0.022014,0.999213,-0.075018,-0.021014,-0.081787,68,85,31,60,238,29,0,163,160,163,0
1641557,1,770,840,-3850,-65,-67,993,-129,-135,-16,77.091919,-1.880794,-1.269925,0.001560,-0.019740,0.622878,0.782069,0.032820,-0.022151,0.999216,-0.032180,0.044849,0.006216,68,83,31,58,230,29,0,163,160,163,0
1641719,1,-1680,-140,-8260,-27,-80,1172,-144,-133,-18,77.587402,-2.026526,-1.108407,0.003541,-0.019841,0.626258,0.779356,0.035362,-0.019332,0.999188,0.008362,0.060668,-0.172812,71,88,32,60,240,29,0,163,160,163,0
1641726,1,630,-11480,-7630,-102,-7,904,-138,-129,-25,77.594398,-1.895069,-1.100083,0.002880,-0.018902,0.626327,0.779326,0.033069,-0.019188,0.999269,-0.068931,-0.012188,0.095269,67,82,30,57,228,28,0,163,160,163,0
1641733,1,4550,280,-3500,-39,-47,985,-142,-132,-18,77.606415,-2.026095,-1.071085,0.003796,-0.019634,0.626393,0.779251,0.035355,-0.018681,0.999200,-0.003645,0.028319,0.0142,69,86,32,61,242,29,0,163,160,163,0
1641740,1,-210,-1050,-4970,-5,-71,965,-136,-135,-16,77.646339,-1.912652,-1.098776,0.002994,-0.019013,0.626678,0.779041,0.033376,-0.019165,0.999259,0.028376,0.051835,0.034259,71,88,32,61,241,30,0,163,160,163,0
1641747,1,-3500,-490,-7910,-46,-74,971,-139,-135,-18,77.672798,-1.936737,-1.081826,0.003245,-0.019083,0.626857,0.778894,0.033796,-0.018870,0.999251,-0.012204,0.055130,0.028251,67,82,30,57,227,28,0,163,160,163,0
1641754,1,4620,-2100,-9310,-56,-59,926,-126,-130,-21,77.686012,-1.927331,-1.005190,0.003717,-0.018600,0.626961,0.778820,0.033632,-0.017533,0.999281,-0.022368,0.041467,0.073281,70,87,32,61,243,29,0,163,160,163,0
1641761,1,910,70,-6720,-60,-82,966,-138,-132,-18,77.705666,-1.961598,-1.083043,0.003378,-0.019258,0.627076,0.778712,0.034230,-0.018890,0.999236,-0.025770,0.063110,0.033235,71,88,32,61,240,29,0,163,160,163,0
1641768,1,-2030,210,-6370,20,-103,1032,-141,-132,-21,77.730850,-1.961067,-1.063252,0.003514,-0.019145,0.627251,0.778574,0.034220,-0.018545,0.999242,0.054220,0.084455,-0.032758,67,83,30,57,228,28,0,163,160,163,0
1641775,1,-1400,-10010,-6230,-131,-43,1014,-135,-127,-21,77.761452,-1.877690,-1.053995,0.003126,-0.018527,0.627473,0.778412,0.032766,-0.018385,0.999294,-0.098234,0.024615,-0.014706,70,88,32,61,244,27,0,160,159,160,0
1641783,1,-350,-12600,-2940,-26,-75,976,-150,-129,-24,77.737144,-1.851926,-1.079851,0.002805,-0.018494,0.627308,0.778547,0.032317,-0.018836,0.999300,0.006317,0.056164,0.0233,70,86,31,60,236,29,0,160,159,160,0
1641791,1,2590,3220,-4550,-7,-134,1020,-130,-129,-7,77.856041,-2.004030,-1.067402,0.003743,-0.019456,0.628094,0.777886,0.034970,-0.018617,0.999215,0.027970,0.115383,-0.020785,67,82,30,57,227,28,0,160,159,160,0
1641798,1,-1400,1260,-10920,-53,-111,1026,-139,-129,-24,77.911621,-1.873851,-1.118734,0.002689,-0.018852,0.628483,0.777590,0.032699,-0.019514,0.999275,-0.020301,0.091486,-0.026725,71,88,32,62,245,30,0,160,159,160,0
1641812,1,1260,-12600,-5530,-4,-6,920,-139,-130,-18,77.875526,-1.798562,-1.144586,0.002095,-0.018484,0.628245,0.777793,0.031386,-0.019966,0.999308,0.027386,-0.013966,0.079308,67,83,30,58,232,28,0,160,159,160,0
1641819,1,3500,5040,-4550,-15,-124,997,-133,-135,-24,77.961830,-1.915008,-1.115613,0.002945,-0.019113,0.628817,0.777313,0.033417,-0.019459,0.999252,0.018417,0.104541,0.002252,71,88,32,61,245,29,0,160,159,160,0
1641826,1,-1330,1470,-11270,-3,-112,975,-138,-127,-21,78.046440,-1.769156,-1.157332,0.001875,-0.018351,0.629407,0.776857,0.030873,-0.020188,0.999320,0.027873,0.091812,0.02432,69,85,31,59,235,29,0,160,159,160,0
1641833,1,-140,2450,-13370,-129,-53,1217,-144,-129,-22,78.042770,-1.844517,-1.112477,0.002592,-0.018616,0.629378,0.776872,0.032187,-0.019405,0.999294,-0.096813,0.033595,-0.217706,68,83,31,59,234,29,0,160,159,160,0
1641840,1,1330,-12180,-8820,13,-39,871,-142,-133,-25,78.068916,-1.726482,-1.119032,0.001903,-0.017851,0.629572,0.776735,0.030128,-0.019521,0.999355,0.043128,0.019479,0.128355,71,88,32,62,246,30,0,160,159,160,0
1641847,1,4270,6020,-6300,-1,-106,1018,-139,-127,-27,78.141167,-1.947337,-1.080075,0.003393,-0.019132,0.630034,0.776324,0.033981,-0.018839,0.999245,0.032981,0.087161,-0.018755,69,85,31,59,234,29,0,160,159,160,0
1641854,1,1540,1540,-9730,-98,-35,1194,-133,-136,-21,78.196808,-1.795148,-1.055940,0.002728,-0.017967,0.630438,0.776027,0.031326,-0.018420,0.999340,-0.066674,0.016580,-0.19466,67,83,30,59,234,28,0,160,159,160,0
1641861,1,3220,-13580,-8120,-112,-8,889,-144,-123,-16,78.173485,-1.691751,-1.027306,0.002350,-0.017110,0.630299,0.776160,0.029522,-0.017921,0.999403,-0.082478,-0.009921,0.110403,71,89,32,62,246,30,164,156,155,157,0
1641868,1,-70,-10990,840,31,-62,1040,-132,-132,-18,78.146141,-1.751535,-1.047810,0.002536,-0.017628,0.630103,0.776308,0.030565,-0.018278,0.999366,0.061565,0.043722,-0.040634,69,84,31,59,236,29,164,156,155,157,0
1641875,1,3360,700,-630,58,-106,925,-141,-138,-16,78.196259,-1.749235,-0.971961,0.003044,-0.017194,0.630454,0.776030,0.030525,-0.016955,0.999390,0.088525,0.089045,0.07439,67,82,30,58,231,28,164,156,155,157,0
1641882,1,2520,8050,-11130,-13,-104,981,-123,-135,-25,78.212502,-1.734428,-0.981026,0.002904,-0.017143,0.630565,0.775942,0.030267,-0.017113,0.999395,0.017267,0.086887,0.018395,71,88,32,62,246,29,164,156,155,157,0
1641889,1,-980,5530,-18200,-110,-49,1152,-150,-138,-25,78.253792,-1.732613,-0.988533,0.002849,-0.017171,0.630843,0.775715,0.030235,-0.017244,0.999394,-0.079765,0.031756,-0.152606,69,84,31,59,233,28,164,156,155,157,0
1641896,1,1470,-9380,-15540,-42,5,932,-132,-127,-22,78.155113,-1.707754,-0.920009,0.003162,-0.016629,0.630189,0.776258,0.029802,-0.016049,0.999427,-0.012198,-0.021049,0.067427,67,82,30,58,231,28,164,156,155,157,0
1641903,1,3570,1610,-6720,-80,-50,898,-141,-130,-19,78.253326,-1.876961,-0.884717,0.004347,-0.017577,0.630835,0.775705,0.032753,-0.015432,0.999344,-0.047247,0.034568,0.101344,71,89,32,62,246,29,164,156,155,157,0
1641917,1,490,980,-9730,-59,-71,1217,-132,-129,-7,78.239082,-1.852616,-0.779427,0.004924,-0.016833,0.630758,0.775781,0.032329,-0.013596,0.999385,-0.026671,0.057404,-0.217615,71,88,32,61,240,29,164,156,155,157,0
1641924,1,1890,-12110,-12460,-63,-64,898,-136,-129,-10,78.215965,-1.850182,-0.676021,0.005607,-0.016249,0.630617,0.775904,0.032286,-0.011792,0.999409,-0.030714,0.052208,0.101409,67,82,30,57,226,28,164,156,155,157,0
1641931,1,-1750,-8750,-5880,-28,-69,997,-148,-141,-30,78.207436,-1.912893,-0.712810,0.005702,-0.016876,0.630546,0.775948,0.033380,-0.012434,0.999365,0.005380,0.056566,0.002365,69,86,31,60,241,29,164,156,155,157,0
1641938,1,-70,3290,-2800,-9,-109,935,-127,-123,-22,78.193344,-1.945798,-0.686592,0.006058,-0.016955,0.630450,0.776021,0.033954,-0.011976,0.999352,0.024954,0.097024,0.064352,70,86,31,60,237,29,164,156,155,157,0
1641945,1,4550,10220,-7000,-58,-59,1242,-139,-127,-18,78.274567,-1.936478,-0.649950,0.006267,-0.016686,0.631006,0.775573,0.033791,-0.011337,0.999365,-0.024209,0.047663,-0.242635,67,82,30,57,228,27,164,156,155,157,0
1641952,1,2380,-14980,-11830,-65,-43,823,-142,-126,-18,78.207970,-1.751313,-0.637847,0.005320,-0.015369,0.630580,0.775954,0.030561,-0.011127,0.999471,-0.034439,0.031873,0.176471,71,88,32,61,244,29,0,154,153,155,80
1641959,1,-630,-8120,-8680,-36,-43,1040,-147,-123,-27,78.174606,-1.944938,-0.603508,0.006613,-0.016493,0.630335,0.776120,0.033939,-0.010527,0.999369,-0.002061,0.032473,-0.040631,70,86,31,60,237,29,0,154,153,155,80
1641973,1,4200,4690,-8820,-79,-27,1118,-150,-132,-22,78.281845,-1.877971,-0.523302,0.006803,-0.015592,0.631081,0.775531,0.032771,-0.009128,0.999421,-0.046229,0.017872,-0.118579,67,82,30,58,228,28,0,154,153,155,80
1641980,1,-980,-13440,-10360,-39,-52,936,-132,-130,-18,78.310547,-1.751376,-0.610799,0.005517,-0.015216,0.631278,0.775388,0.030563,-0.010655,0.999476,-0.008437,0.041345,0.063476,69,86,31,60,241,29,0,154,153,155,80
1641987,1,-1680,-1400,-7350,10,-65,994,-147,-132,-24,78.337326,-1.936007,-0.580531,0.006743,-0.016297,0.631441,0.775224,0.033783,-0.010126,0.999378,0.043783,0.054874,0.005378,70,86,31,60,236,29,0,154,153,155,80
1641994,1,3990,14700,-7630,-88,-66,1142,-136,-138,-13,78.409386,-1.979783,-0.540430,0.007266,-0.016367,0.631928,0.774820,0.034547,-0.009427,0.999359,-0.053453,0.056573,-0.142641,68,84,31,59,236,28,0,154,153,155,80
1642010,1,-700,-8540,-5670,-70,-66,981,-127,-126,-28,78.465149,-1.908564,-0.572626,0.006663,-0.016060,0.632310,0.774521,0.033305,-0.009988,0.999395,-0.036695,0.056012,0.018395,70,87,32,61,243,29,0,154,153,155,80
1642018,1,-3150,-6090,-3430,3,-32,948,-138,-127,-13,78.494843,-1.915088,-0.564806,0.006756,-0.016059,0.632511,0.774356,0.033418,-0.009852,0.999393,0.036418,0.022148,0.051393,69,85,31,59,237,29,0,154,153,155,80
1642026,1,280,4900,-4550,23,-78,1152,-126,-135,-21,78.533676,-1.962010,-0.545515,0.007151,-0.016268,0.632770,0.774136,0.034237,-0.009515,0.999369,0.057237,0.068485,-0.152632,66,81,30,57,228,28,0,154,153,155,80
1642033,1,5740,1750,-7840,-90,-26,948,-136,-135,-13,78.565109,-1.885615,-0.528082,0.006851,-0.015653,0.632994,0.773968,0.032904,-0.009212,0.999416,-0.057096,0.016788,0.051416,70,87,32,61,243,29,0,154,153,155,80
1642047,1,-2380,-5950,-3220,-49,-98,958,-147,-136,-16,78.498665,-1.932487,-0.569262,0.006823,-0.016201,0.632534,0.774333,0.033722,-0.009930,0.999382,-0.015278,0.088070,0.041382,71,89,32,62,245,29,164,150,149,150,80
1642054,1,-5460,-4900,-2380,19,-137,1092,-129,-136,-25,78.531311,-1.896760,-0.608144,0.006367,-0.016173,0.632753,0.774158,0.033099,-0.010608,0.999396,0.052099,0.126392,-0.092604,68,83,30,57,228,28,164,150,149,150,80
