X,Y,Theta,Theta_delta,US1,US2,US3,,,US_X,US_Y
19,-366,-23509,-16,59,20,16,8.871,-3.394,8.551013653,16.60344005
12,-366,-23529,-20,57,19,13,8.859,-3.76,8.479025333,15.23620013
4,-183,-23537,-8,57,90,12,8.855,-3.943,8.13500768,86.05412002
0,-183,-23561,-24,57,90,12,8.855,-4.126,6.695207354,85.84808124
-10,-182,-23620,-59,53,16,10,8.865,-4.308,7.921547582,11.66416008
-46,-177,-23816,-196,50,101,8,8.911,-4.485,-10.75849604,94.58119466
-92,-158,-24090,-274,50,101,8,9.003,-4.643,-18.32602199,92.58932259
-130,-128,-24357,-267,48,134,8,9.133,-4.771,-26.22141636,124.4809448
-160,-87,-24632,-275,51,49,99,9.293,-4.858,-4.012799911,42.30083468
178,43,-24895,-263,51,49,99,9.115,-4.815,-3.62394947,42.50010506
-183,6,-25166,-271,108,46,47,9.298,-4.809,-3.015973407,39.51216942
-174,56,-25445,-279,58,105,45,9.472,-4.753,-19.44441779,96.18678791
-151,102,-25728,-283,58,105,45,9.623,-4.651,-19.69694453,96.17231503
-128,130,-25923,-195,56,114,51,9.751,-4.521,-12.33838499,107.3184343
-108,147,-26067,-144,105,128,79,9.859,-4.374,-8.509365021,122.3011877
-181,318,-26186,-119,104,55,74,10.04,-4.056,3.510436357,50.55503184
-76,166,-26274,-88,104,55,74,10.116,-3.89,5.282244408,50.89717739
-66,170,-26334,-60,102,52,57,10.182,-3.72,7.063871663,48.18642808
-57,173,-26381,-47,86,51,50,10.239,-3.547,7.842882398,47.39668087
-100,352,-26425,-44,86,51,50,10.339,-3.195,8.095723994,47.75563996
-87,355,-26461,-36,85,121,48,10.426,-2.84,6.070940835,118.0816005
-76,358,-26493,-32,84,101,46,10.502,-2.482,7.270551566,98.46629241
-33,180,-26521,-28,84,101,46,10.535,-2.302,7.707369511,98.65841059
-28,181,-26549,-28,83,120,43,10.563,-2.121,7.203439023,117.8319631
-47,363,-26573,-24,81,95,40,10.61,-1.758,8.330218874,93.21464131
-40,364,-26593,-20,81,95,40,10.65,-1.394,8.750126664,93.58700063
-30,365,-26620,-27,80,114,38,10.68,-1.029,7.602373963,112.9294495
-21,365,-26644,-24,78,111,36,10.701,-0.664,8.037255737,110.3040335
-11,366,-26672,-28,77,111,33,10.712,-0.298,7.604406096,110.6584908
0,549,-26704,-32,77,111,33,10.712,0.251,7.160606177,111.1941728
21,732,-26732,-28,76,108,30,10.691,0.983,7.667395121,108.9406668
8,183,-26752,-20,74,107,28,10.683,1.166,8.543142664,108.1446007
11,182,-26768,-16,74,107,28,10.672,1.348,8.960073044,108.3343043
59,546,-26812,-44,69,111,24,10.613,1.894,5.730575751,112.7865693
46,363,-26832,-20,69,111,24,10.567,2.257,8.347147997,113.2348007
54,362,-26852,-20,67,84,21,10.513,2.619,8.833111998,86.60220056
61,361,-26871,-19,65,109,20,10.452,2.98,8.381124603,111.9603261
68,360,-26891,-20,65,109,20,10.384,3.34,8.20414533,112.3182007
74,358,-26907,-16,62,72,18,10.31,3.698,9.158049151,75.6887842
85,356,-26939,-32,60,67,16,10.225,4.054,8.081365891,71.01969893
143,530,-26967,-28,60,67,16,10.082,4.584,8.206245121,71.55773772
52,175,-26991,-24,58,63,15,10.03,4.759,8.518145148,67.74085687
108,350,-27003,-12,56,60,14,9.922,5.109,9.20201728,65.10468005
288,869,-27023,-20,54,173,12,9.634,5.978,6.174230662,178.9434012
61,172,-27047,-24,54,173,12,9.573,6.15,5.421398581,179.1001784
147,335,-27118,-71,54,65,11,9.426,6.485,4.814876392,71.32123631
106,149,-27322,-204,48,54,10,9.32,6.634,-1.619751854,59.51425935
145,111,-27617,-295,48,54,10,9.175,6.745,-6.524951907,58.41231569
171,63,-27919,-302,73,47,97,9.004,6.808,-4.975223504,51.68094631
183,8,-28230,-311,56,43,43,8.821,6.816,-4.337465145,47.75320551
176,-50,-28553,-323,56,43,43,8.645,6.766,-5.003752423,47.54236028
151,-103,-28875,-322,52,132,42,8.494,6.663,-33.27930094,131.8787791
-113,144,-29178,-303,51,52,131,8.607,6.807,-6.909013863,56.4381728
67,-170,-29469,-291,51,52,131,8.54,6.637,-6.379336944,56.4507871
33,-180,-29660,-191,55,50,51,8.507,6.457,-0.9850402309,55.54774426
11,-182,-29784,-124,106,51,49,8.496,6.275,2.188193849,56.88341414
-2,-183,-29860,-76,108,111,48,8.498,6.092,0.07011871096,116.7715863
-15,-182,-29927,-67,108,111,48,8.513,5.91,1.081562867,116.6609537
-49,-363,-29979,-52,97,53,47,8.562,5.547,5.807241869,58.47536015
-32,-180,-30023,-44,97,112,46,8.594,5.367,3.667589947,117.2586015
-38,-179,-30055,-32,97,112,46,8.632,5.188,5.048611638,117.1306609
-43,-177,-30087,-32,94,104,46,8.675,5.011,5.34756795,108.9577565
-48,-176,-30115,-28,93,106,45,8.723,4.835,5.755387803,110.7934507
-52,-175,-30134,-19,93,106,45,8.775,4.66,6.761121173,110.6408676
-53,-175,-30142,-8,93,99,45,8.828,4.485,8.036008448,103.481832
-56,-174,-30158,-16,89,128,43,8.884,4.311,6.83608738,132.2946163
-118,-346,-30174,-16,89,128,43,9.002,3.965,6.95408738,131.9486163
-62,-172,-30190,-16,88,97,43,9.064,3.793,7.512066218,100.7805843
-132,-341,-30214,-24,86,95,43,9.196,3.452,6.916218874,98.42464131
-139,-339,-30234,-20,85,91,43,9.335,3.113,7.515121331,94.09480061
-294,-671,-30258,-24,85,91,43,9.629,2.442,7.445209658,93.41579326
-76,-166,-30274,-16,84,93,99,9.705,2.276,8.217063487,95.26409625
-157,-330,-30290,-16,82,93,125,9.862,1.946,8.374063487,94.93409625
-80,-164,-30298,-8,82,93,125,9.942,1.782,9.198007936,94.77902402
-164,-327,-30310,-12,80,116,41,10.106,1.455,8.714033408,117.4466481
-83,-163,-30318,-8,78,88,40,10.189,1.292,9.485007509,89.28918402
-173,-322,-30338,-20,78,88,40,10.362,0.97,8.602117331,88.95240059
-178,-320,-30354,-16,76,111,40,10.54,0.65,8.764075775,111.6357923
-92,-158,-30374,-20,75,109,39,10.632,0.492,8.45214533,109.4702007
-95,-156,-30393,-19,75,109,39,10.727,0.336,8.656124603,109.3163261
-98,-154,-30409,-16,74,107,38,10.825,0.182,9.113073044,107.1683043
-99,-153,-30421,-12,72,107,38,10.924,0.029,9.640030816,107.0212961
-103,-151,-30445,-24,69,105,38,11.027,-0.122,8.507241913,104.8477615
-105,-149,-30461,-16,69,105,38,11.132,-0.271,9.452071679,104.7155603
-435,-589,-30481,-20,101,100,37,11.567,-0.86,9.567133331,99.12000067
-112,-144,-30509,-28,67,97,120,11.679,-1.004,8.963354877,95.95797848
-230,-284,-30525,-16,67,97,120,11.909,-1.288,10.35706622,95.69958426
-236,-280,-30545,-20,101,96,65,12.145,-1.568,10.225128,94.41280064
-242,-274,-30569,-24,97,92,64,12.387,-1.842,10.17921196,90.13150527
-250,-267,-30597,-28,97,92,64,12.637,-2.109,10.06133658,89.85493836
-256,-261,-30621,-24,92,88,59,12.893,-2.37,10.78120275,85.60465722
-131,-127,-30645,-24,93,85,56,13.024,-2.497,10.98419583,82.47852118
-267,-250,-30664,-19,93,85,56,13.291,-2.747,11.67609717,82.23765796
-274,-242,-30692,-28,90,82,49,13.565,-2.989,11.2693,78.9788581
-280,-235,-30716,-24,58,81,45,13.845,-3.224,11.90118662,77.75267312
-143,-113,-30748,-32,58,81,45,13.988,-3.337,11.39644235,77.62153154
-442,-326,-30780,-32,49,77,42,14.43,-3.663,11.9664205,73.29757936
-600,-420,-30804,-24,46,77,37,15.03,-4.083,13.1821774,72.89482506
-306,-200,-30836,-32,32,74,35,15.336,-4.283,12.96840412,69.67911523
-156,-96,-30864,-28,32,74,35,15.492,-4.379,13.42027073,69.5919939
-318,-182,-30896,-32,31,71,36,15.81,-4.561,13.53838773,66.4026511
-323,-173,-30923,-27,30,70,33,16.133,-4.734,14.24322963,65.24048655
-163,-82,-30951,-28,30,70,33,16.296,-4.816,14.3362561,65.15656179
-332,-154,-30979,-28,27,85,31,16.628,-4.97,14.24831097,79.99668218
-337,-142,-31015,-36,26,66,63,16.965,-5.112,14.58951318,60.84523662
-170,-67,-31039,-24,26,66,63,17.135,-5.179,15.55115206,60.80199291
-171,-63,-31063,-24,25,62,59,17.306,-5.242,15.81814284,56.74014486
-346,-118,-31087,-24,24,59,58,17.652,-5.36,16.23613593,53.62300882
-348,-112,-31103,-16,24,59,58,18,-5.472,17.05604028,53.52044816
-176,-50,-31135,-32,22,55,52,18.176,-5.522,16.41630036,49.4498424
-357,-81,-31190,-55,19,51,47,18.533,-5.603,15.72941397,45.31988194
-179,-35,-31218,-28,19,51,47,18.712,-5.638,17.28418658,45.34200931
-180,-32,-31238,-20,18,47,44,18.892,-5.67,17.95206267,41.32060031
-362,-54,-31266,-28,16,45,42,19.254,-5.724,17.99416463,39.25836115
-365,-31,-31330,-64,14,43,40,19.619,-5.755,16.86887831,37.15696606
-366,-13,-31378,-48,12,41,37,19.985,-5.768,18.01775562,35.18477707
-183,2,-31429,-51,12,41,37,20.168,-5.766,18.07790633,35.18069106
-183,-1,-31406,23,10,39,35,20.351,-5.767,21.24792092,33.22268495
-171,-65,-31051,355,6,39,34,20.522,-5.832,34.07802424,30.73621306
-125,-133,-30597,454,6,32,35,20.647,-5.965,34.68104266,22.79340132
-91,-158,-30366,231,65,31,49,20.738,-6.123,27.83548335,24.05357585
51,175,-30131,235,65,31,49,20.687,-5.948,27.90513255,24.19994458
10,182,-29899,232,32,32,36,20.677,-5.766,28.03458077,25.37667177
28,-181,-29688,211,31,47,33,20.649,-5.947,30.49257784,40.01063239
47,-177,-29585,103,31,47,33,20.602,-6.124,25.43444484,40.62690883
54,-174,-29541,44,31,90,31,20.548,-6.298,24.50672236,83.61489405
54,-174,-29541,0,31,35,30,20.494,-6.472,20.494,28.528
54,-175,-29545,-4,31,35,30,20.44,-6.647,20.30000037,28.35272
53,-175,-29549,-4,31,33,29,20.387,-6.822,20.25500035,26.177736
51,-175,-29561,-12,30,33,29,20.336,-6.997,19.9400095,26.00062403
48,-176,-29577,-16,30,33,29,20.288,-7.173,19.76002253,25.82277609
92,-354,-29589,-12,29,31,28,20.196,-7.527,19.82400893,23.47076803
43,-178,-29605,-16,28,30,26,20.153,-7.705,19.67302048,22.29116008
40,-178,-29625,-20,27,29,25,20.113,-7.883,19.53303867,21.11120019
35,-179,-29648,-23,27,29,25,20.078,-8.062,19.41105881,20.93032984
61,-361,-29676,-28,26,28,23,20.017,-8.423,19.23310244,19.56602472
24,-181,-29712,-36,25,27,21,19.993,-8.604,19.02120994,18.37850589
18,-182,-29744,-32,25,27,21,19.975,-8.786,19.11114745,18.20017718
11,-182,-29780,-36,24,34,19,19.964,-8.968,18.74026437,25.00997038
6,-183,-29808,-28,22,31,17,19.958,-9.151,19.09011341,21.83684879
3,-183,-29828,-20,22,31,17,19.955,-9.334,19.33504133,21.65980021
-4,-366,-29856,-28,20,29,15,19.959,-9.7,19.1471061,19.28863274
-7,-183,-29884,-28,18,27,14,19.966,-9.883,19.21009878,17.10641669
-12,-182,-29915,-31,18,27,14,19.978,-10.065,19.14113405,16.92202754
-31,-180,-30015,-100,17,23,11,20.009,-10.245,17.71283142,12.6400958
-68,-170,-30226,-211,15,20,11,20.077,-10.415,15.88824347,9.141439317
-104,-150,-30453,-227,15,20,11,20.181,-10.565,15.67988994,8.921918901
136,121,-30688,-235,13,14,19,20.045,-10.444,16.7851982,3.171200779
0,0,-30939,-251,34,13,17,20.045,-10.444,16.81615428,2.148638933
178,40,-31190,-251,32,12,12,19.867,-10.404,16.88652703,1.2199744
183,-6,-31449,-259,32,12,12,19.684,-10.41,16.6106316,1.189758905
-176,49,-31688,-239,29,62,10,19.86,-10.361,5.182667475,49.87666189
-141,116,-32107,-419,30,29,32,20.001,-10.245,8.202432349,16.24639108
-136,122,-32147,-40,34,27,30,20.137,-10.123,19.05728798,16.85540288
-133,125,-32170,-23,34,27,30,20.27,-9.998,19.64905475,16.99485881
-131,127,-32182,-12,33,26,29,20.401,-9.871,20.08900749,16.12712802
-131,127,-32186,-4,33,24,27,20.532,-9.744,20.43600026,14.255808
-131,127,-32182,4,33,24,27,20.663,-9.617,20.75899974,14.382808
-130,128,-32190,-8,32,22,25,20.793,-9.489,20.61700188,12.510296
-126,132,-32222,-32,30,21,24,20.919,-9.357,20.24711468,11.63224892
-249,268,-32238,-16,29,20,23,21.168,-9.089,20.84801365,10.90844005
-121,136,-32258,-20,28,18,26,21.289,-8.953,20.929024,9.04340012
-119,138,-32274,-16,26,16,20,21.408,-8.815,21.15201092,7.182952044
-116,141,-32294,-20,26,16,20,21.524,-8.674,21.20402133,7.322800107
-114,143,-32314,-20,25,15,18,21.638,-8.531,21.33802,6.4660001
-112,144,-32326,-12,23,14,19,21.75,-8.387,21.58200403,5.611992012
-110,146,-32338,-12,23,14,19,21.86,-8.241,21.69200403,5.757992012
-100,153,-32405,-67,22,11,18,21.96,-8.088,21.22355128,2.887319735
-73,167,-32573,-168,21,9,12,22.033,-7.921,20.52810242,0.9522904419
-41,178,-32760,-187,21,9,12,22.074,-7.743,20.40079167,1.100097527
30,180,32382,65142,21,20,8,22.044,-7.563,36.82212569,-21.03916418
-68,-169,32167,-215,21,20,8,22.112,-7.732,17.84505143,11.80752788
-101,-152,31960,-207,138,17,9,22.213,-7.884,18.71907715,8.75308217
130,128,31757,-203,137,19,17,22.083,-7.756,18.25243599,10.85385705
308,197,31549,-208,105,160,16,21.775,-7.559,-11.26554758,148.9923405
165,78,31422,-127,105,160,16,21.61,-7.481,1.344579512,151.2304134
343,127,31334,-88,34,136,17,21.267,-7.354,9.314440719,128.1197477
175,52,31271,-63,32,134,158,21.092,-7.302,12.65558327,126.4321649
178,43,31219,-52,32,134,158,20.914,-7.259,13.94913982,126.5598728
180,29,31143,-76,30,133,155,20.734,-7.23,10.63572782,125.3860808
182,19,31087,-56,28,134,153,20.552,-7.211,13.05192148,126.5789429
182,15,31064,-23,27,129,152,20.37,-7.196,17.40326158,121.769881
182,13,31052,-12,27,129,152,20.188,-7.183,18.64003715,121.8077121
365,22,31040,-12,25,126,127,19.823,-7.161,18.31103629,118.8299281
366,17,31028,-12,23,100,126,19.457,-7.144,18.2570288,92.84880009
366,12,31012,-16,21,152,121,19.091,-7.132,16.65910376,144.8485444
549,11,31000,-12,21,152,121,18.542,-7.121,16.71804378,144.8680561
549,2,30984,-16,19,188,117,17.993,-7.119,14.98512834,180.8569365
183,-2,30968,-16,17,187,116,17.81,-7.121,14.81812766,179.8550645
183,-4,30956,-12,17,187,116,17.627,-7.125,15.38305386,179.8615362
183,-5,30948,-8,15,184,113,17.444,-7.13,15.9720157,176.864112
366,-17,30932,-16,12,182,110,17.078,-7.147,14.16612424,174.8297045
365,-22,30916,-16,12,182,110,16.713,-7.169,13.80112424,174.8077045
183,-2,30968,52,11,179,108,16.53,-7.171,25.83380576,171.5870465
180,29,31139,171,11,174,104,16.35,-7.142,45.95920574,164.320226
167,73,31390,251,11,174,104,16.183,-7.069,59.39985812,161.4786288
-112,-144,31888,498,27,106,141,16.295,-7.213,66.92795807,85.91220366
-24,-181,32418,530,140,133,141,16.319,-7.394,83.55493438,107.3593404
-69,169,-32596,-65014,106,142,34,16.388,-7.225,-99.8920448,-88.72930162
-91,158,-32461,135,106,142,34,16.479,-7.067,35.59082416,133.640989
-106,149,-32369,92,136,34,34,16.585,-6.918,19.7085893,26.93821346
-107,148,-32357,12,136,34,34,16.692,-6.77,17.09999021,27.22755203
-106,149,-32365,-8,134,32,32,16.798,-6.621,16.54200273,25.37797601
-104,150,-32381,-16,134,31,31,16.902,-6.471,16.40602116,24.52503208
-104,150,-32381,0,134,31,31,17.006,-6.321,17.006,24.679
-101,152,-32397,-16,135,29,31,17.107,-6.169,16.6430198,22.82728808
-101,152,-32397,0,135,28,29,17.208,-6.017,17.208,21.983
-101,152,-32401,-4,132,26,27,17.309,-5.865,17.20500028,20.134792
-98,154,-32417,-16,131,24,27,17.407,-5.711,17.02301638,18.28592807
-97,155,-32425,-8,131,23,22,17.504,-5.556,17.32000196,17.443264
-187,314,-32449,-24,131,23,22,17.691,-5.242,17.13905299,17.75137632
-89,160,-32477,-28,130,20,21,17.78,-5.082,17.22007317,14.91016051
-85,162,-32501,-24,130,19,19,17.865,-4.92,17.40904377,14.07452826
-80,164,-32533,-32,130,19,19,17.945,-4.756,17.33710376,14.23427283
-77,165,-32549,-16,129,17,16,18.022,-4.591,17.75001161,12.40682405
-74,167,-32569,-20,127,16,15,18.096,-4.424,17.77602133,11.57280011
-71,168,-32584,-15,127,16,15,18.167,-4.256,17.927009,11.74220003
-137,339,-32600,-16,126,16,14,18.304,-3.917,18.04801092,12.08095204
-120,346,-32652,-52,125,167,11,18.424,-3.571,9.74391306,163.2032669
0,0,32079,64731,122,127,8,18.424,-3.571,138.6390926,-44.5262378
117,140,31852,-227,122,127,8,18.307,-3.431,-10.27504886,120.310935
144,112,31637,-215,105,123,121,18.163,-3.319,-8.078733681,116.8490965
165,78,31422,-215,134,121,122,17.998,-3.241,-7.817038824,114.9731437
179,38,31191,-231,134,121,122,17.819,-3.203,-9.884080169,114.5829896
183,6,31016,-175,56,122,120,17.636,-3.197,-3.605192786,116.9396377
180,-29,30817,-199,44,134,119,17.456,-3.226,-9.034348116,128.1294775
178,-40,30757,-60,41,133,118,17.278,-3.266,9.302787138,129.4946718
177,-47,30717,-40,40,129,104,17.101,-3.313,11.94237589,125.5838138
175,-53,30685,-32,40,129,104,16.926,-3.366,12.79870448,125.5679576
348,-114,30661,-24,39,56,98,16.578,-3.48,15.23412902,52.50387277
172,-60,30642,-19,37,176,101,16.406,-3.54,13.06220119,172.428233
171,-63,30626,-16,37,51,103,16.235,-3.603,15.41903482,47.39047214
170,-66,30610,-16,37,51,103,16.065,-3.669,15.24903482,47.32447214
169,-68,30594,-16,36,48,95,15.896,-3.737,15.12803277,44.25685613
168,-71,30578,-16,35,44,117,15.728,-3.808,15.02403004,40.18636812
334,-149,30558,-20,35,44,117,15.394,-3.957,14.51405867,40.03420029
165,-78,30538,-20,33,43,117,15.229,-4.035,14.36905733,38.95640029
328,-161,30522,-16,32,40,117,14.901,-4.196,14.26102731,35.79888011
325,-168,30502,-20,32,40,117,14.576,-4.364,13.77605333,35.62800027
161,-86,30486,-16,32,37,122,14.415,-4.45,13.82302526,32.5452641
160,-88,30474,-12,30,33,119,14.255,-4.538,13.8590095,28.45962403
316,-184,30450,-24,30,33,119,13.939,-4.722,13.14707603,28.26849646
311,-192,30426,-24,28,30,93,13.628,-4.914,12.90806912,25.07736041
153,-99,30403,-23,30,27,119,13.475,-5.013,12.85405475,21.97985881
151,-103,30379,-24,33,24,119,13.324,-5.116,12.74805529,18.87708833
299,-211,30363,-16,33,24,119,13.025,-5.327,12.64101638,18.66992807
294,-217,30343,-20,27,21,152,12.731,-5.544,12.311028,15.45180014
144,-112,30315,-28,28,19,148,12.587,-5.656,12.05506951,13.33655249
285,-230,30299,-16,28,19,148,12.302,-5.886,11.99801297,13.11156805
277,-239,30267,-32,26,15,95,12.025,-6.125,11.54508192,8.867320655
136,-122,30247,-20,26,13,19,11.889,-6.247,11.62901733,6.750400087
267,-250,30227,-20,26,13,19,11.622,-6.497,11.36201733,6.500400087
140,-118,30279,52,26,10,18,11.482,-6.615,12.00176569,3.371483046
159,-90,30462,183,21,7,11,11.323,-6.705,12.59686206,0.1781152431
176,-50,30697,235,21,7,11,11.147,-6.755,12.7769009,0.05260038933
183,-7,30936,239,107,5,15,10.964,-6.762,12.14765585,-1.904124041
0,0,31179,243,6,7,112,10.964,-6.762,12.64830896,0.03234347917
0,0,31430,251,5,143,78,10.964,-6.762,46.48130294,131.7570283
0,0,31673,243,5,143,78,10.964,-6.762,45.37202598,132.0367311
106,149,31932,259,5,114,112,10.858,-6.613,40.05499982,103.5847096
44,177,32302,370,11,78,128,10.814,-6.436,39.02000369,66.28553296
60,172,32211,-91,41,102,117,10.754,-6.264,1.484805404,95.31396036
69,169,32159,-52,40,99,113,10.685,-6.095,5.539319718,92.77118216
89,159,32040,-119,33,90,105,10.596,-5.936,-0.08874050662,83.42750665
186,315,32016,-24,56,88,102,10.41,-5.621,8.298202746,82.35365722
95,156,32000,-16,54,85,99,10.315,-5.465,8.955058026,79.52412023
99,153,31976,-24,54,85,99,10.216,-5.312,8.176195834,79.66352118
101,152,31960,-16,52,83,98,10.115,-5.16,8.787056661,77.82937623
214,297,31924,-36,50,79,93,9.901,-4.863,7.057614264,74.08581353
232,283,31864,-60,51,77,91,9.669,-4.58,5.051771501,72.28144158
120,138,31832,-32,83,73,89,9.549,-4.442,7.213398657,68.52062719
123,135,31809,-23,25,70,87,9.426,-4.307,7.816141945,65.67448582
254,263,31781,-28,25,70,87,9.172,-4.044,7.212256097,65.92856179
264,254,31745,-36,93,68,85,8.908,-3.79,6.460528734,64.16594076
272,245,31713,-32,90,65,83,8.636,-3.545,6.556354968,61.42172284
140,117,31673,-40,90,65,83,8.496,-3.428,5.896693278,61.52000693
288,226,31645,-28,92,63,65,8.208,-3.202,6.444230487,59.77330561
148,108,31609,-36,102,59,60,8.06,-3.094,5.936458754,55.86777213
150,104,31586,-23,102,59,60,7.91,-2.99,6.553119639,55.99439519
306,201,31562,-24,95,58,58,7.604,-2.789,6.212133628,55.1942968
312,191,31530,-32,92,54,54,7.292,-2.598,5.564294897,51.37435436
159,89,31490,-40,17,52,51,7.133,-2.509,5.053554622,49.44940555
325,168,31458,-32,17,52,51,6.808,-2.341,5.144283975,49.63237827
329,161,31434,-24,15,69,48,6.479,-2.18,4.823158971,66.80012895
166,75,31406,-28,13,49,45,6.313,-2.105,4.941179268,46.87579325
338,141,31375,-31,13,49,45,5.975,-1.964,4.456243281,47.01245739
155,97,31538,163,9,43,40,5.82,-1.867,12.79800418,40.56303014
0,0,31801,263,9,43,40,5.82,-1.867,16.99907811,39.65441872
87,160,32052,251,8,40,72,5.733,-1.707,15.66790991,37.03958133
39,178,32330,278,92,37,69,5.694,-1.529,15.84802049,34.0504304
66,-170,-32616,-64946,95,71,56,5.628,-1.699,-55.14666557,-38.40649276
-114,142,-32309,307,35,67,55,5.742,-1.557,25.98941791,62.31037875
-151,103,-32015,294,37,56,116,5.893,-1.454,22.12084256,52.14317461
-168,71,-31815,200,37,56,116,6.061,-1.383,17.18648252,53.50072836
-352,100,-31692,123,65,55,104,6.413,-1.283,13.16095495,53.30147677
-180,32,-31596,96,66,130,102,6.593,-1.251,19.05383955,128.1504199
-363,47,-31544,52,66,130,102,6.956,-1.204,13.71295391,128.6202796
-182,15,-31501,43,51,125,102,7.138,-1.189,12.51134376,123.6954553
-365,31,-31501,0,51,125,102,7.503,-1.158,7.503,123.842
-182,17,-31513,-12,48,146,94,7.685,-1.141,5.933042048,144.8484881
-181,22,-31536,-23,47,124,94,7.866,-1.119,5.014251445,122.8482034
-181,23,-31544,-8,43,121,92,8.047,-1.096,7.079010325,119.900128
-181,27,-31564,-20,41,123,102,8.228,-1.069,5.768163997,121.9064008
-542,90,-31580,-16,39,120,95,8.77,-0.979,6.850081919,119.0056403
-720,134,-31600,-20,39,120,95,9.49,-0.845,7.090159997,119.1310008
-717,148,-31620,-20,36,137,100,10.207,-0.697,7.467182663,136.2756009
-356,85,-31652,-32,34,123,97,10.563,-0.612,6.62767171,122.3250294
-177,45,-31668,-16,31,33,94,10.74,-0.567,10.21202253,32.42877609
-530,145,-31684,-16,28,29,92,11.27,-0.422,10.8060198,28.57428808
-350,105,-31708,-24,28,29,92,11.62,-0.317,10.92406681,28.6746484
-348,113,-31732,-24,26,26,90,11.968,-0.204,11.3440599,25.78851236
-172,62,-31764,-32,23,22,90,12.14,-0.142,11.43612014,21.84673696
-170,66,-31787,-23,23,22,90,12.31,-0.076,11.80404461,21.91818126
-339,138,-31803,-16,20,19,87,12.649,0.062,12.34501297,19.05956805
-337,144,-31819,-16,18,16,111,12.986,0.206,12.73001092,16.20395204
-334,149,-31835,-16,17,15,110,13.32,0.355,13.08001024,15.35308004
-329,159,-31867,-32,17,15,110,13.649,0.514,13.16908192,15.50632066
-331,156,-31855,12,88,10,107,13.98,0.67,14.09999712,10.66928001
-173,57,-31736,119,11,7,103,14.153,0.727,14.98403537,7.677494961
-182,13,-31489,247,11,7,103,14.335,0.74,16.04647279,7.527551907
-179,-35,-31218,271,6,5,102,14.514,0.705,15.85247537,5.522518415
-162,-84,-30939,279,3,103,101,14.676,0.621,43.04162888,99.63812528
-133,-125,-30660,279,3,103,101,14.809,0.496,43.17462888,99.51312528
0,0,-30369,291,3,79,98,14.809,0.496,37.47491574,76.17463809
-44,-177,-30090,279,101,115,106,14.853,0.319,46.52336234,110.872101
6,-183,-29807,283,101,115,106,14.847,0.136,46.9593202,110.5615355
38,-179,-29632,175,79,104,84,14.809,-0.043,32.91624631,102.36856
51,-175,-29560,72,78,108,65,14.758,-0.218,22.52728328,107.5021849
56,-174,-29528,32,79,143,66,14.702,-0.392,19.27721907,142.5347902
118,-346,-29516,12,79,143,66,14.584,-0.738,16.29995882,142.2517041
57,-173,-29524,-8,89,132,64,14.527,-0.911,13.47101126,131.084776
55,-174,-29536,-12,99,139,62,14.472,-1.085,12.80404003,137.9049921
54,-175,-29544,-8,99,139,62,14.418,-1.26,13.30601186,137.735552
50,-176,-29564,-20,112,56,53,14.368,-1.436,13.24807467,54.55280037
49,-176,-29572,-8,112,56,53,14.319,-1.612,13.87100478,54.38620801
45,-177,-29592,-20,110,53,50,14.274,-1.789,13.21407067,51.20040035
42,-178,-29612,-20,111,51,48,14.232,-1.967,13.212068,49.02280034
75,-358,-29636,-24,111,51,48,14.157,-2.325,12.9331175,48.66031271
34,-180,-29656,-20,75,123,47,14.123,-2.505,11.663164,120.4704008
30,-180,-29676,-20,109,121,45,14.093,-2.685,11.67316133,118.2908008
27,-181,-29692,-16,110,121,44,14.066,-2.866,12.1300826,118.1185123
24,-181,-29712,-20,110,121,44,14.042,-3.047,11.62216133,117.9288008
45,-363,-29720,-8,107,121,42,13.997,-3.41,13.02901033,117.586128
39,-364,-29736,-16,105,120,40,13.958,-3.774,12.03808192,116.2106403
15,-182,-29760,-24,105,120,40,13.943,-3.956,11.06327647,116.0094417
25,-365,-29775,-15,104,120,39,13.918,-4.321,12.1180675,115.6655003
8,-183,-29799,-24,102,118,37,13.91,-4.504,11.07827186,113.4620176
7,-366,-29823,-24,102,118,37,13.903,-4.87,11.07127186,113.0960176
1,-366,-29839,-16,100,112,35,13.902,-5.236,12.11007646,106.7496643
-1,-183,-29855,-16,101,110,34,13.903,-5.419,12.14307509,104.5669203
-5,-183,-29875,-20,101,110,34,13.908,-5.602,11.70814666,104.3760007
-8,-183,-29891,-16,97,107,32,13.916,-5.785,12.20407304,101.2013043
-22,-365,-29907,-16,94,106,31,13.938,-6.15,12.24207236,99.83643229
-38,-364,-29951,-44,94,106,30,13.976,-6.514,9.313504772,99.38340855
-95,-726,-29975,-24,91,117,28,14.071,-7.24,11.26326956,109.7263056
-109,-724,-29995,-20,89,59,27,14.18,-7.964,13.00007867,51.02420039
-57,-361,-30003,-8,89,59,27,14.237,-8.325,13.76500503,50.67311201
-64,-360,-30022,-19,87,116,24,14.301,-8.685,12.0971326,107.2940626
-76,-358,-30054,-32,84,51,24,14.377,-9.043,12.74527851,41.93089023
-41,-178,-30070,-16,82,46,24,14.418,-9.221,13.6820314,36.77311213
-45,-177,-30098,-28,82,169,24,14.463,-9.398,9.73161829,159.5357563
-97,-353,-30114,-16,82,169,24,14.56,-9.751,11.85611537,159.2273685
-51,-175,-30130,-16,88,37,20,14.611,-9.926,14.01902526,27.0692641
