173
174
170
167
165
160
159
155
153
149
147
143
141
139
136
132
4
132
129
127
123
121
118
115
113
110
107
105
102
99
96
93
90
88
85
83
80
77
74
71
68
65
63
62
59
56
54
51
65
61
59
0
37
0
31
27
24
0
21
15
0
24
20
19
22
21
20
18
19
17
18
