1648367,Decreasing,-0.020225329170625764,31,No-Class
1648367,Decreasing,-0.020225329170625764,27,No-Class
1648367,Decreasing,-0.020225329170625764,24,No-Class
1648367,Decreasing,-0.020225329170625764,24,21-30
1648367,Decreasing,-0.020225329170625764,0,21-30
1648367,Decreasing,-0.020225329170625764,21,21-30
1648367,Decreasing,-0.020225329170625764,21,No-Class
1648367,Decreasing,-0.020225329170625764,15,No-Class
1648367,Decreasing,-0.020225329170625764,0,No-Class
1648367,Decreasing,-0.020225329170625764,0,11-20
1648367,Decreasing,-0.020225329170625764,24,11-20
1648367,Decreasing,-0.020225329170625764,24,No-Class
1648536,Increasing,-0.020225329170625764,24,No-Class
1648536,Increasing,-0.020302547770700636,24,No-Class
1648536,Increasing,-0.020302547770700636,20,No-Class
1648536,Increasing,-0.020302547770700636,20,21-30
1648947,Decreasing,-0.020302547770700636,20,21-30
1648947,Decreasing,-0.019000880835535423,20,21-30
1648947,Decreasing,-0.019000880835535423,19,21-30
1648947,Decreasing,-0.019000880835535423,19,No-Class
1648947,Decreasing,-0.019000880835535423,22,No-Class
1648947,Decreasing,-0.019000880835535423,22,11-20
1649031,Increasing,-0.019000880835535423,22,11-20
1649031,Increasing,-0.018926659195616983,22,11-20
1649031,Increasing,-0.018926659195616983,21,11-20
1649031,Increasing,-0.018926659195616983,21,21-30
1649985,Decreasing,-0.018926659195616983,21,21-30
1649985,Decreasing,-0.017139677239844185,21,21-30
1649985,Decreasing,-0.017139677239844185,20,21-30
1649985,Decreasing,-0.017139677239844185,20,No-Class
1649985,Decreasing,-0.017139677239844185,18,No-Class
1649985,Decreasing,-0.017139677239844185,19,No-Class
1649985,Decreasing,-0.017139677239844185,19,No-Class
1650081,Increasing,-0.017139677239844185,19,No-Class
1650081,Increasing,-0.017178724810042945,19,No-Class
1650081,Increasing,-0.017178724810042945,17,No-Class
1650185,Decreasing,-0.017178724810042945,17,No-Class
1650185,Decreasing,-0.016875340228633642,17,No-Class
1650185,Decreasing,-0.016875340228633642,18,No-Class
1650185,Decreasing,-0.016875340228633642,18,No-Class
1650185,Decreasing,-0.016875340228633642,18,No-Class
