1641277,Increasing,-0.010830324909747292,173,171-180
1641277,Increasing,-0.010830324909747292,174,171-180
1641277,Increasing,-0.010830324909747292,170,171-180
1642800,Decreasing,-0.010830324909747292,170,171-180
1642800,Decreasing,-0.02277777777777778,170,171-180
1642800,Decreasing,-0.02277777777777778,167,171-180
1642800,Decreasing,-0.02277777777777778,167,No-Class
1642800,Decreasing,-0.02277777777777778,165,No-Class
1642800,Decreasing,-0.02277777777777778,165,161-170
1642800,Decreasing,-0.02277777777777778,160,161-170
1642800,Decreasing,-0.02277777777777778,159,161-170
1642800,Decreasing,-0.02277777777777778,159,No-Class
1642800,Decreasing,-0.02277777777777778,155,No-Class
1642800,Decreasing,-0.02277777777777778,155,151-160
1642800,Decreasing,-0.02277777777777778,153,151-160
1642800,Decreasing,-0.02277777777777778,149,151-160
1642800,Decreasing,-0.02277777777777778,147,151-160
1642800,Decreasing,-0.02277777777777778,147,141-150
1642800,Decreasing,-0.02277777777777778,143,141-150
1642800,Decreasing,-0.02277777777777778,141,141-150
1642800,Decreasing,-0.02277777777777778,139,141-150
1642800,Decreasing,-0.02277777777777778,139,No-Class
1642800,Decreasing,-0.02277777777777778,136,No-Class
1642800,Decreasing,-0.02277777777777778,136,131-140
1642800,Decreasing,-0.02277777777777778,132,131-140
1642800,Decreasing,-0.02277777777777778,4,131-140
1642800,Decreasing,-0.02277777777777778,132,131-140
1642800,Decreasing,-0.02277777777777778,132,0-10
1642962,Increasing,-0.02277777777777778,132,0-10
1642962,Increasing,-0.022426095820591234,132,0-10
1642962,Increasing,-0.022426095820591234,129,0-10
1642962,Increasing,-0.022426095820591234,129,131-140
1646523,Decreasing,-0.022426095820591234,129,131-140
1646523,Decreasing,-0.01955458989679522,129,131-140
1646523,Decreasing,-0.01955458989679522,127,131-140
1646523,Decreasing,-0.01955458989679522,127,121-130
1646523,Decreasing,-0.01955458989679522,123,121-130
1646523,Decreasing,-0.01955458989679522,121,121-130
1646523,Decreasing,-0.01955458989679522,118,121-130
1646523,Decreasing,-0.01955458989679522,118,No-Class
1646523,Decreasing,-0.01955458989679522,115,No-Class
1646523,Decreasing,-0.01955458989679522,115,111-120
1646523,Decreasing,-0.01955458989679522,113,111-120
1646523,Decreasing,-0.01955458989679522,110,111-120
1646523,Decreasing,-0.01955458989679522,107,111-120
1646523,Decreasing,-0.01955458989679522,107,No-Class
1646523,Decreasing,-0.01955458989679522,105,No-Class
1646523,Decreasing,-0.01955458989679522,105,101-110
1646523,Decreasing,-0.01955458989679522,102,101-110
1646523,Decreasing,-0.01955458989679522,99,101-110
1646523,Decreasing,-0.01955458989679522,96,101-110
1646523,Decreasing,-0.01955458989679522,96,91-100
1646523,Decreasing,-0.01955458989679522,93,91-100
1646523,Decreasing,-0.01955458989679522,90,91-100
1646523,Decreasing,-0.01955458989679522,88,91-100
1646523,Decreasing,-0.01955458989679522,88,No-Class
1646523,Decreasing,-0.01955458989679522,85,No-Class
1646523,Decreasing,-0.01955458989679522,85,81-90
1646523,Decreasing,-0.01955458989679522,83,81-90
1646523,Decreasing,-0.01955458989679522,80,81-90
1646523,Decreasing,-0.01955458989679522,77,81-90
1646523,Decreasing,-0.01955458989679522,77,No-Class
1646523,Decreasing,-0.01955458989679522,74,No-Class
1646523,Decreasing,-0.01955458989679522,74,71-80
1646523,Decreasing,-0.01955458989679522,71,71-80
1646523,Decreasing,-0.01955458989679522,68,71-80
1646523,Decreasing,-0.01955458989679522,68,No-Class
1646523,Decreasing,-0.01955458989679522,65,No-Class
1646523,Decreasing,-0.01955458989679522,65,61-70
1646523,Decreasing,-0.01955458989679522,63,61-70
1646523,Decreasing,-0.01955458989679522,62,61-70
1646523,Decreasing,-0.01955458989679522,59,61-70
1646523,Decreasing,-0.01955458989679522,56,61-70
1646523,Decreasing,-0.01955458989679522,56,51-60
1646523,Decreasing,-0.01955458989679522,54,51-60
1646523,Decreasing,-0.01955458989679522,51,51-60
1646523,Decreasing,-0.01955458989679522,65,51-60
1646523,Decreasing,-0.01955458989679522,65,No-Class
1646609,Increasing,-0.01955458989679522,65,No-Class
1646609,Increasing,-0.019967908718131575,65,No-Class
1646609,Increasing,-0.019967908718131575,61,No-Class
1646609,Increasing,-0.019967908718131575,61,61-70
1648367,Decreasing,-0.019967908718131575,61,61-70
1648367,Decreasing,-0.020225329170625764,61,61-70
1648367,Decreasing,-0.020225329170625764,59,61-70
1648367,Decreasing,-0.020225329170625764,59,No-Class
1648367,Decreasing,-0.020225329170625764,0,No-Class
1648367,Decreasing,-0.020225329170625764,0,51-60
1648367,Decreasing,-0.020225329170625764,37,51-60
1648367,Decreasing,-0.020225329170625764,37,No-Class
1648367,Decreasing,-0.020225329170625764,0,No-Class
1648367,Decreasing,-0.020225329170625764,0,31-40
1648367,Decreasing,-0.020225329170625764,31,31-40
