YAW,DELTA_YAW,US_3,X,Y,X_S,Y_S
99.897629,0.088364,21,20.99997503,0.03238708471,5,0
100.092003,0.194374,21,20.99987916,0.07124165523,5,0
100.187187,0.095184,21,20.99997102,0.03488674205,5,0
100.320648,0.133461,21,20.99994303,0.0489159671,5,0
100.40419,0.083542,21,20.99997768,0.03061973139,5,0
100.440811,0.036621,21,20.99999571,0.01342229662,5,0
100.471642,0.030831,21,20.99999696,0.01130015115,5,0
100.556313,0.084671,21,20.99997707,0.03103353105,5,0
100.646355,0.090042,21,20.99997407,0.03300210308,5,0
100.689133,0.042778,21,20.99999415,0.01567895444,5,0
100.902039,0.212906,15,14.99989644,0.05573853219,3,0
101.032158,0.130119,15,14.99996132,0.03406504526,3,0
101.071922,0.039764,15,14.99999639,0.01041019002,3,0
101.149506,0.077584,15,14.99998625,0.0203114375,3,0
101.270668,0.121162,15,14.99996646,0.03172011378,3,0
101.358047,0.087379,15,14.99998256,0.02287575984,3,0
101.432663,0.074616,15,14.99998728,0.0195344176,3,0
101.512093,0.07943,15,14.99998559,0.02079471871,3,0
101.540207,0.028114,15,14.99999819,0.007360227693,3,0
101.555168,0.014961,15,14.99999949,0.003916780596,3,0
101.605621,0.050453,15,14.99999418,0.01320856281,3,0
101.653755,0.048134,0,0,0,0,0
101.649933,-0.003822,0,0,0,0,0
101.64975,-0.000183,0,0,0,0,0
101.72393,0.07418,0,0,0,0,0
101.807533,0.083603,0,0,0,0,0
101.808655,0.001122,0,0,0,0,0
101.877228,0.068573,0,0,0,0,0
101.938118,0.06089,0,0,0,0,0
102.052521,0.114403,0,0,0,0,0
102.13652,0.083999,0,0,0,0,0
102.15625,0.01973,0,0,0,0,0
103.056435,0.900185,0,0,0,0,0
103.263611,0.207176,0,0,0,0,0
103.391327,0.127716,0,0,0,0,0
103.621094,0.229767,0,0,0,0,0
103.892174,0.27108,0,0,0,0,0
104.17009,0.277916,0,0,0,0,0
104.352951,0.182861,0,0,0,0,0
104.529327,0.176376,0,0,0,0,0
104.812912,0.283585,0,0,0,0,0
104.971039,0.158127,0,0,0,0,0
105.187584,0.216545,0,0,0,0,0
105.389557,0.201973,0,0,0,0,0
105.713684,0.324127,0,0,0,0,0
106.053001,0.339317,0,0,0,0,0
106.484909,0.431908,0,0,0,0,0
106.900047,0.415138,0,0,0,0,0
107.328644,0.428597,0,0,0,0,0
107.759331,0.430687,0,0,0,0,0
108.207626,0.448295,0,0,0,0,0
108.673859,0.466233,0,0,0,0,0
109.048363,0.374504,0,0,0,0,0
109.435272,0.386909,0,0,0,0,0
109.83342,0.398148,0,0,0,0,0
110.301018,0.467598,0,0,0,0,0
110.782372,0.481354,0,0,0,0,0
111.239151,0.456779,24,23.99923731,0.1913331133,5,0
111.737755,0.498604,24,23.99909125,0.2088521191,5,0
112.273323,0.535568,24,23.99895152,0.2243349324,5,0
112.947266,0.673943,24,23.99833974,0.282294074,5,0
113.501854,0.554588,24,23.99887572,0.2323016508,5,0
114.18898,0.687126,24,23.99827415,0.2878157666,5,0
114.937698,0.748718,24,23.99795088,0.3136133367,5,0
116.284737,1.347039,24,23.99336751,0.5641943987,5,0
116.962608,0.677871,24,23.99832033,0.2839393163,5,0
117.666473,0.703865,24,23.99818904,0.294826866,5,0
118.455795,0.789322,24,23.99772261,0.3306199682,5,0
119.160332,0.704537,24,23.99818558,0.2951083314,5,0
119.875465,0.715133,24,23.99813059,0.2995464329,5,0
120.585213,0.709748,24,23.99815864,0.2972909437,5,0
121.317017,0.731804,24,23.99804242,0.3065290083,5,0
122.073708,0.756691,24,23.99790701,0.316952771,5,0
122.824387,0.750679,24,23.99794014,0.3144346882,5,0
123.528656,0.704269,24,23.99818696,0.2949960803,5,0
124.275604,0.746948,24,23.99796056,0.312871984,5,0
125.067665,0.792061,24,23.99770678,0.3317671685,5,0
125.827057,0.759392,24,23.99789204,0.3180840642,5,0
126.68045,0.853393,24,23.99733789,0.3574552069,5,0
127.42643,0.74598,24,23.99796584,0.3124665435,5,0
128.184845,0.758415,20,19.99824789,0.2647290461,4,0
128.987518,0.802673,20,19.99803743,0.2801765685,4,0
129.745422,0.757904,20,19.99825025,0.264550689,4,0
130.583649,0.838227,20,19.99785972,0.2925859832,4,0
131.475555,0.891906,20,19.99757683,0.3113213527,4,0
132.330032,0.854477,20,19.99777594,0.2982576844,4,0
133.167709,0.837677,20,19.99786253,0.2923940175,4,0
134.053391,0.885682,20,19.99761053,0.3091490282,4,0
134.788712,0.735321,20,19.99835297,0.2566684043,4,0
135.628113,0.839401,20,19.99785372,0.2929957426,4,0
154.323425,18.695312,20,18.94473015,6.410709756,4,1
155.217316,0.893891,20,19.99756603,0.3120141642,4,0
156.103241,0.885925,19,18.99772876,0.293772149,4,0
156.949921,0.84668,19,18.99792552,0.280759502,4,0
157.760178,0.810257,19,18.99810016,0.2686824406,4,0
158.524246,0.764068,19,18.99831059,0.2533670341,4,0
159.34137,0.817124,19,18.99806782,0.2709593944,4,0
160.182007,0.840637,19,18.99795503,0.2787557845,4,0
161.024078,0.842071,19,18.99794804,0.2792312657,4,0
161.834885,0.810807,19,18.99809758,0.2688648093,4,0
162.622009,0.787124,19,18.99820709,0.2610119927,4,0
163.425156,0.803147,19,18.99813336,0.266324909,4,0
164.219589,0.794433,19,18.99817364,0.263435518,4,0
165.054214,0.834625,19,18.99798417,0.2767623429,4,0
165.775162,0.720948,19,18.99849589,0.2390691016,4,0
166.603821,0.828659,19,18.99801289,0.2747841508,4,0
167.431274,0.827453,19,18.99801867,0.2743842678,4,0
168.233566,0.802292,19,18.99813733,0.2660414081,4,0
168.993835,0.760269,19,18.99832734,0.2521073495,4,0
169.807846,0.814011,19,18.99808252,0.2699271891,4,0
170.686264,0.878418,19,18.99776708,0.2912830286,4,0
171.530212,0.843948,19,18.99793889,0.2798536351,4,0
172.433502,0.90329,19,18.99763885,0.2995298992,4,0
173.228729,0.795227,19,18.99816999,0.2636987931,4,0
175.043747,1.815018,19,18.99046756,0.6017821019,4,0
175.878769,0.835022,19,18.99798225,0.2768939791,4,0
176.804016,0.925247,22,21.99713151,0.3552539031,5,0
177.577866,0.77385,22,21.99799343,0.2971280354,5,0
179.299438,1.721572,22,21.99006964,0.6609367311,5,0
-179.780624,-359.080062,22,21.99716433,0.3532156577,5,0
-178.924866,0.855758,22,21.99754619,0.3285752668,5,0
-178.032288,0.892578,22,21.99733049,0.3427114861,5,0
-177.144577,0.887711,22,21.99735953,0.3408429178,5,0
-176.18251,0.962067,22,21.99689867,0.3693898505,5,0
-175.317551,0.864959,22,21.99749314,0.3321077988,5,0
-174.518661,0.79889,22,21.99786147,0.3067417995,5,0
-173.712982,0.805679,22,21.99782497,0.3093483329,5,0
-172.991913,0.721069,21,20.998337,0.2642786155,5,0
-172.364105,0.627808,21,20.99873935,0.2300990456,5,0
-171.78244,0.581665,21,20.99891785,0.2131876953,5,0
-171.232758,0.549682,21,20.99903358,0.201465885,5,0
-170.73941,0.493348,21,20.99922152,0.1808192517,5,0
-170.313614,0.425796,21,20.99942011,0.1560609485,5,0
-169.987839,0.325775,21,20.99966055,0.1194021304,5,0
-169.724579,0.26326,21,20.99977833,0.09648949005,5,0
-169.491852,0.232727,21,20.99982676,0.08529866602,5,0
-169.313828,0.178024,21,20.99989863,0.06524909891,5,0
-169.169846,0.143982,21,20.99993369,0.05277210369,5,0
-169.064148,0.105698,21,20.99996427,0.03874031839,5,0
-168.971954,0.092194,20,19.99997411,0.03218176312,4,0
-168.893051,0.078903,20,19.99998104,0.02754233409,4,0
-168.812561,0.08049,20,19.99998026,0.02809630106,4,0
-168.708618,0.103943,20,19.99996709,0.03628293179,4,0
-168.604156,0.104462,20,19.99996676,0.03646409666,4,0
-168.558578,0.045578,20,19.99999367,0.01590972165,4,0
-168.455902,0.102676,20,19.99996789,0.03584066607,4,0
-168.353119,0.102783,20,19.99996782,0.03587801606,4,0
-167.116409,1.23671,20,19.9953412,0.4316597078,4,0
-166.947571,0.168838,20,19.99991316,0.05893549476,4,0
-166.913116,0.034455,20,19.99999638,0.01202706315,4,0
-166.805679,0.107437,18,17.99996836,0.03375230921,4,0
-166.701569,0.10411,18,17.99997028,0.03270710312,4,0
-166.57341,0.128159,18,17.99995497,0.04026230372,4,0
-166.482422,0.090988,18,17.9999773,0.02858471122,4,0
-166.417664,0.064758,18,17.9999885,0.02034432137,4,0
-166.284454,0.13321,18,17.99995135,0.04184911804,4,0
-166.179276,0.105178,18,17.99996967,0.03304262465,4,0
-166.061142,0.118134,18,17.99996174,0.03711286436,4,0
-165.93895,0.122192,18,17.99995907,0.03838771985,4,0
-165.828232,0.110718,18,17.99996639,0.03478306389,4,0
-165.727951,0.100281,18,17.99997243,0.0315041892,4,0
-165.613068,0.114883,18,17.99996382,0.0360915347,4,0
-165.541504,0.071564,18,17.99998596,0.02248248782,4,0
-165.492905,0.048599,18,17.99999352,0.01526782431,4,0
-165.465088,0.027817,18,17.99999788,0.008738967941,4,0
-165.446609,0.018479,18,17.99999906,0.005805348964,4,0
-165.417984,0.028625,18,17.99999775,0.008992808597,4,0
-165.381134,0.03685,18,17.99999628,0.01157676813,4,0
-165.369385,0.011749,18,17.99999962,0.003691057183,4,0
-165.350693,0.018692,18,17.99999904,0.005872264884,4,0
-165.339645,0.011048,18,17.99999967,0.003470831542,4,0
-165.322067,0.017578,18,17.99999915,0.00552229148,4,0
-165.282486,0.039581,18,17.9999957,0.01243473689,4,0
-165.256775,0.025711,18,17.99999819,0.008077348601,4,0
-165.237503,0.019272,18,17.99999898,0.006054477248,4,0
-165.210464,0.027039,18,17.999998,0.008494552061,4,0
-165.185318,0.025146,18,17.99999827,0.007899848633,4,0
-165.167313,0.018005,18,17.99999911,0.00565643748,4,0
-165.150391,0.016922,18,17.99999921,0.005316203011,4,0
-165.130447,0.019944,18,17.99999891,0.006265592262,4,0
-165.110748,0.019699,18,17.99999894,0.006188623246,4,0
-165.096695,0.014053,18,17.99999946,0.004414880112,4,0
-165.071396,0.025299,18,17.99999825,0.007947914996,4,0
-165.056793,0.014603,18,17.99999942,0.004587667702,4,0
-165.044235,0.012558,18,17.99999957,0.003945212023,4,0
-165.036102,0.008133,18,17.99999982,0.002555057297,4,0
-165.026566,0.009536,18,17.99999975,0.002995822741,4,0
-165.015915,0.010651,18,17.99999969,0.003346110316,4,0
-165.006348,0.009567,18,17.99999975,0.003005561678,4,0
-165.00058,0.005768,18,17.99999991,0.00181207064,4,0
-164.992661,0.007919,18,17.99999983,0.002487827214,4,0
-164.985001,0.00766,18,17.99999984,0.002406459965,4,0
-164.979294,0.005707,18,17.99999991,0.001792906924,4,0
-164.974045,0.005249,18,17.99999992,0.001649021982,4,0
-164.968857,0.005188,18,17.99999993,0.001629858266,4,0
-164.963516,0.005341,18,17.99999992,0.001677924634,4,0
-164.959885,0.003631,18,17.99999996,0.001140712292,4,0
-164.956055,0.00383,18,17.99999996,0.001203229985,4,0
-164.952347,0.003708,18,17.99999996,0.001164902555,4,0
-164.948761,0.003586,18,17.99999996,0.001126575125,4,0
-164.945587,0.003174,18,17.99999997,0.0009971415077,4,0
-164.942596,0.002991,18,17.99999998,0.0009396503623,4,0
-164.939178,0.003418,18,17.99999997,0.001073796368,4,0
-164.937195,0.001983,18,17.99999999,0.0006229778231,4,0
-164.903854,0.033341,18,17.99999695,0.01047438348,4,0
-164.902679,0.001175,18,18,0.0003691371368,4,0
-164.902328,0.000351,18,18,0.0001102699021,4,0
-164.901291,0.001037,18,18,0.0003257831582,4,0
-164.900284,0.001007,18,18,0.0003163583802,4,0
-164.900787,-0.000503,18,18,-0.0001580221105,4,-1
-164.899765,0.001022,19,19,0.0003389080341,4,0
-164.899536,0.000229,19,19,0.00007593927575,4,0
-164.899353,0.000183,19,19,0.0000606850981,4,0
-164.899109,0.000244,19,19,0.00008091346412,4,0
-164.898834,0.000275,19,19,0.00009119345342,4,0
-164.898712,0.000122,19,19,0.00004045673206,4,0
-164.898605,0.000107,19,19,0.00003548254369,4,0
-164.898529,0.00007600000001,19,19,0.0000252025544,4,0
-164.898392,0.000137,19,19,0.00004543092043,4,0
-164.897644,0.000748,19,19,0.0002480461933,4,0
-164.897614,0.00003000000001,17,17,0.000008901179188,4,0
-164.896912,0.000702,17,17,0.0002082875929,4,0
-164.897507,-0.000595,17,17,-0.0001765400538,4,-1
-164.896881,0.000626,17,17,0.000185737939,4,0
-164.896835,0.000046,17,17,0.00001364847475,4,0
-164.896896,-0.00006099999999,17,17,-0.00001809906434,4,-1
-164.897003,-0.000107,17,17,-0.0000317475391,4,-1
-164.896301,0.000702,17,17,0.0002082875929,4,0
-164.896423,-0.000122,17,17,-0.00003619812869,4,-1
-164.895187,0.001236,17,17,0.0003667285824,4,0
-164.895203,-0.00001600000002,17,17,-0.00000474729557,4,-1
-164.895309,-0.000106,18,18,-0.00003330088212,4,-1
-164.89473,0.000579,18,18,0.0001818982146,4,0
-164.894791,-0.00006099999999,18,18,-0.00001916371518,4,-1
-164.894257,0.000534,18,18,0.0001677610477,4,0
-164.894272,-0.00001499999999,18,18,-0.000004712388977,4,-1
-164.893738,0.000534,18,18,0.0001677610477,4,0
-164.89386,-0.000122,18,18,-0.00003832743037,4,-1
-164.893311,0.000549,18,18,0.0001724734367,4,0
-164.893372,-0.00006099999999,18,18,-0.00001916371518,4,-1
-164.892838,0.000534,18,18,0.0001677610477,4,0
-164.892975,-0.000137,18,18,-0.00004303981935,4,-1
-164.892426,0.000549,18,18,0.0001724734367,4,0
,,,0,0,0,0
,,,0,0,0,0
