1641277,17
1641361,-1
1641529,16
1641775,-1
1642047,15
1642469,14
1642553,-1
1642793,13
1642800,0
1642962,13
1643221,12
1643305,-1
1643720,11
1643805,-1
1644218,10
1644470,9
1644554,-1
1644961,8
1645046,-1
1645361,7
1645452,-1
1645949,6
1646208,5
1646523,-1
1646609,6
1646700,-1
1646791,5
1647022,-1
1647106,3
1647286,-1
1647701,2
1647876,-1
1647960,1
1648367,-1
1648536,2
1648769,-1
1648947,1
1649031,2
1649347,-1
