1641277,Increasing
1642800,Decreasing
1642962,Increasing
1646523,Decreasing
1646609,Increasing
1648367,Decreasing
1648536,Increasing
1648947,Decreasing
1649031,Increasing
1649985,Decreasing
1650081,Increasing
1650185,Decreasing
